civilite,nom_client,postal_client,adresse_client,tel_client,profession_client,fax_client,email_client,numero_client
Mme,Nom430,51770,715 Rue Principale,0540809894,Journaliste,0634860432,nom430@example.com,CL40
M.,Nom853,75073,998 Rue Principale,0899521340,Scientifique,0174264029,nom853@example.com,CL109
M.,Nom645,39595,804 Rue Principale,0778345713,Scientifique,0509690379,nom645@example.com,CL224
M.,Nom60,51222,901 Rue Principale,0324153277,Architecte,0132153985,nom60@example.com,CL494
M.,Nom774,11357,896 Rue Principale,0694735582,Avocat,0457468687,nom774@example.com,CL65
Mme,Nom787,52281,707 Rue Principale,0784837866,Architecte,0351756396,nom787@example.com,CL784
Mme,Nom723,29349,109 Rue Principale,0613018893,Journaliste,0483779249,nom723@example.com,CL135
M.,Nom961,55127,239 Rue Principale,0705059306,Ingénieur,0132988049,nom961@example.com,CL429
Mme,Nom990,50086,500 Rue Principale,0191355976,Ingénieur,0691086620,nom990@example.com,CL925
Mme,Nom667,68969,87 Rue Principale,0633960412,Architecte,0789026496,nom667@example.com,CL30
Mme,Nom297,23091,36 Rue Principale,0305143317,Scientifique,0943931785,nom297@example.com,CL421
Mme,Nom704,82611,934 Rue Principale,0686452835,Médecin,0959978935,nom704@example.com,CL447
M.,Nom373,16168,375 Rue Principale,0392809578,Architecte,0708482632,nom373@example.com,CL263
M.,Nom375,47039,775 Rue Principale,0648870742,Pompier,0203560077,nom375@example.com,CL765
Mme,Nom690,78354,335 Rue Principale,0762847486,Architecte,0833469294,nom690@example.com,CL379
Mme,Nom344,46825,388 Rue Principale,0246023841,Pompier,0252599794,nom344@example.com,CL946
Mme,Nom190,25538,276 Rue Principale,0478628140,Scientifique,0555184146,nom190@example.com,CL876
M.,Nom233,56716,178 Rue Principale,0242003459,Scientifique,0224660476,nom233@example.com,CL313
Mme,Nom114,79396,749 Rue Principale,0650470866,Médecin,0486337993,nom114@example.com,CL688
Mme,Nom889,50272,207 Rue Principale,0246520808,Architecte,0843916833,nom889@example.com,CL771
Mme,Nom165,84159,209 Rue Principale,0872912792,Avocat,0476365706,nom165@example.com,CL398
M.,Nom288,74996,678 Rue Principale,0625976571,Scientifique,0588775456,nom288@example.com,CL539
M.,Nom976,95745,976 Rue Principale,0826405059,Enseignante,0189779075,nom976@example.com,CL406
M.,Nom662,27327,912 Rue Principale,0122023998,Scientifique,0948868231,nom662@example.com,CL523
Mme,Nom475,56955,898 Rue Principale,0677091796,Artiste,0770645352,nom475@example.com,CL753
Mme,Nom763,89282,302 Rue Principale,0729930374,Scientifique,0201379654,nom763@example.com,CL890
M.,Nom385,48528,393 Rue Principale,0747107335,Médecin,0325785884,nom385@example.com,CL238
M.,Nom668,47125,667 Rue Principale,0287290629,Informaticien,0270463351,nom668@example.com,CL988
M.,Nom514,45853,934 Rue Principale,0632882917,Enseignante,0440354802,nom514@example.com,CL989
M.,Nom804,60444,504 Rue Principale,0310654820,Artiste,0359054376,nom804@example.com,CL104
Mme,Nom586,59522,359 Rue Principale,0574910264,Médecin,0915433877,nom586@example.com,CL391
Mme,Nom372,26980,149 Rue Principale,0567895633,Scientifique,0234202615,nom372@example.com,CL371
M.,Nom478,43306,557 Rue Principale,0745165936,Journaliste,0420721677,nom478@example.com,CL939
M.,Nom200,90575,460 Rue Principale,0857807364,Enseignante,0830243634,nom200@example.com,CL738
M.,Nom467,82911,7 Rue Principale,0914162400,Architecte,0993981690,nom467@example.com,CL772
M.,Nom556,54384,137 Rue Principale,0699311663,Architecte,0404646250,nom556@example.com,CL911
M.,Nom901,63328,780 Rue Principale,0140030174,Informaticien,0167251242,nom901@example.com,CL758
Mme,Nom507,57865,996 Rue Principale,0556987769,Scientifique,0188975508,nom507@example.com,CL511
Mme,Nom132,67396,840 Rue Principale,0316581016,Journaliste,0904230458,nom132@example.com,CL514
M.,Nom882,96720,552 Rue Principale,0381504611,Scientifique,0502861010,nom882@example.com,CL415
M.,Nom117,76324,156 Rue Principale,0593027236,Pompier,0696033484,nom117@example.com,CL623
M.,Nom171,53936,980 Rue Principale,0736565610,Informaticien,0392731263,nom171@example.com,CL147
Mme,Nom22,78726,33 Rue Principale,0667070679,Pompier,0412839785,nom22@example.com,CL430
Mme,Nom339,19038,997 Rue Principale,0359339078,Médecin,0874689747,nom339@example.com,CL375
M.,Nom688,78433,107 Rue Principale,0895382430,Médecin,0507321368,nom688@example.com,CL621
M.,Nom27,86818,291 Rue Principale,0362174526,Journaliste,0470367446,nom27@example.com,CL390
Mme,Nom10,58266,550 Rue Principale,0618613979,Avocat,0691447871,nom10@example.com,CL769
M.,Nom872,16401,946 Rue Principale,0965060795,Artiste,0987525083,nom872@example.com,CL486
M.,Nom997,32481,442 Rue Principale,0390962777,Avocat,0367323116,nom997@example.com,CL18
Mme,Nom261,45772,661 Rue Principale,0665937437,Avocat,0461897420,nom261@example.com,CL239
M.,Nom843,98523,393 Rue Principale,0481076580,Scientifique,0477363711,nom843@example.com,CL114
Mme,Nom424,98063,97 Rue Principale,0872235879,Journaliste,0288530478,nom424@example.com,CL23
M.,Nom384,98518,415 Rue Principale,0396455430,Informaticien,0269468448,nom384@example.com,CL943
M.,Nom838,56488,154 Rue Principale,0276192760,Ingénieur,0929896840,nom838@example.com,CL114
M.,Nom685,76258,171 Rue Principale,0443177272,Pompier,0203645401,nom685@example.com,CL871
Mme,Nom624,98184,771 Rue Principale,0427909500,Médecin,0508073129,nom624@example.com,CL149
Mme,Nom928,94680,899 Rue Principale,0614039515,Enseignante,0517904903,nom928@example.com,CL986
M.,Nom234,89733,331 Rue Principale,0473073936,Artiste,0741033620,nom234@example.com,CL705
Mme,Nom923,12594,841 Rue Principale,0666365916,Artiste,0903030216,nom923@example.com,CL314
Mme,Nom385,38262,117 Rue Principale,0232814491,Médecin,0893984803,nom385@example.com,CL878
M.,Nom913,65630,393 Rue Principale,0821271525,Journaliste,0105374943,nom913@example.com,CL500
M.,Nom334,59030,580 Rue Principale,0383979612,Artiste,0996522184,nom334@example.com,CL835
M.,Nom870,89424,352 Rue Principale,0438659027,Médecin,0214395190,nom870@example.com,CL136
M.,Nom524,25521,854 Rue Principale,0166324072,Pompier,0212772130,nom524@example.com,CL712
M.,Nom357,55171,920 Rue Principale,0859746465,Enseignante,0683124833,nom357@example.com,CL289
Mme,Nom780,38807,692 Rue Principale,0567766178,Journaliste,0375206703,nom780@example.com,CL849
M.,Nom174,54569,572 Rue Principale,0434752910,Avocat,0922668494,nom174@example.com,CL994
Mme,Nom737,54137,720 Rue Principale,0107230693,Architecte,0969097531,nom737@example.com,CL827
Mme,Nom98,59174,38 Rue Principale,0258199271,Enseignante,0197436196,nom98@example.com,CL47
M.,Nom468,77533,753 Rue Principale,0628249666,Enseignante,0943070609,nom468@example.com,CL173
Mme,Nom808,89415,475 Rue Principale,0203377149,Scientifique,0892715188,nom808@example.com,CL705
Mme,Nom121,17255,745 Rue Principale,0594576482,Informaticien,0264418264,nom121@example.com,CL437
Mme,Nom199,80476,983 Rue Principale,0204927982,Informaticien,0639687632,nom199@example.com,CL99
Mme,Nom817,40711,994 Rue Principale,0241247511,Scientifique,0961874531,nom817@example.com,CL546
M.,Nom598,68892,745 Rue Principale,0775306419,Journaliste,0441424763,nom598@example.com,CL606
M.,Nom48,44517,116 Rue Principale,0840770398,Pompier,0847539295,nom48@example.com,CL412
Mme,Nom476,89248,278 Rue Principale,0126218952,Pompier,0730901122,nom476@example.com,CL179
M.,Nom725,78943,268 Rue Principale,0266123622,Informaticien,0647027623,nom725@example.com,CL185
Mme,Nom751,10732,265 Rue Principale,0310129615,Avocat,0710155029,nom751@example.com,CL401
M.,Nom13,25341,710 Rue Principale,0989607945,Enseignante,0491440954,nom13@example.com,CL178
M.,Nom987,94831,190 Rue Principale,0660264834,Artiste,0799613148,nom987@example.com,CL274
M.,Nom487,87496,236 Rue Principale,0969704596,Enseignante,0779940608,nom487@example.com,CL540
Mme,Nom805,44330,291 Rue Principale,0518188287,Journaliste,0157200188,nom805@example.com,CL595
Mme,Nom646,69461,676 Rue Principale,0401764443,Pompier,0241104248,nom646@example.com,CL816
M.,Nom593,98684,803 Rue Principale,0908506083,Pompier,0213384513,nom593@example.com,CL656
Mme,Nom407,77823,595 Rue Principale,0839525945,Enseignante,0139755527,nom407@example.com,CL433
M.,Nom496,87000,495 Rue Principale,0445037104,Ingénieur,0469863616,nom496@example.com,CL174
M.,Nom254,86468,500 Rue Principale,0294871607,Architecte,0602764963,nom254@example.com,CL440
M.,Nom418,56059,258 Rue Principale,0300427622,Artiste,0918313804,nom418@example.com,CL387
M.,Nom541,15508,822 Rue Principale,0277215814,Médecin,0292272577,nom541@example.com,CL779
Mme,Nom316,72943,269 Rue Principale,0415584621,Ingénieur,0946267609,nom316@example.com,CL910
Mme,Nom638,55187,697 Rue Principale,0869383235,Enseignante,0383313783,nom638@example.com,CL1
M.,Nom429,93316,87 Rue Principale,0717960366,Artiste,0402619066,nom429@example.com,CL105
M.,Nom857,82097,920 Rue Principale,0238235592,Ingénieur,0226423115,nom857@example.com,CL250
Mme,Nom631,72408,282 Rue Principale,0624441297,Architecte,0492685390,nom631@example.com,CL757
M.,Nom851,17795,814 Rue Principale,0406606387,Scientifique,0727239934,nom851@example.com,CL322
Mme,Nom875,30125,255 Rue Principale,0319227356,Pompier,0982804515,nom875@example.com,CL978
M.,Nom494,38317,317 Rue Principale,0706510129,Pompier,0786168727,nom494@example.com,CL783
Mme,Nom922,50909,444 Rue Principale,0840852256,Informaticien,0969184705,nom922@example.com,CL709
M.,Nom728,56451,916 Rue Principale,0248969458,Scientifique,0691812665,nom728@example.com,CL29
Mme,Nom95,99743,548 Rue Principale,0416875915,Enseignante,0538359213,nom95@example.com,CL331
Mme,Nom298,41269,415 Rue Principale,0917891439,Artiste,0706034338,nom298@example.com,CL917
M.,Nom334,39918,361 Rue Principale,0738828376,Pompier,0292448078,nom334@example.com,CL588
Mme,Nom603,81814,293 Rue Principale,0780993063,Architecte,0546197709,nom603@example.com,CL780
Mme,Nom788,10218,162 Rue Principale,0990450307,Informaticien,0272128979,nom788@example.com,CL371
M.,Nom805,34399,623 Rue Principale,0914557204,Artiste,0248991148,nom805@example.com,CL240
M.,Nom541,62493,614 Rue Principale,0296840131,Pompier,0243225363,nom541@example.com,CL296
Mme,Nom614,99800,530 Rue Principale,0242387689,Avocat,0192943748,nom614@example.com,CL567
Mme,Nom69,88165,144 Rue Principale,0154968961,Informaticien,0267145568,nom69@example.com,CL144
M.,Nom183,19324,284 Rue Principale,0552340359,Médecin,0887896587,nom183@example.com,CL763
Mme,Nom426,90634,812 Rue Principale,0905942304,Avocat,0419715288,nom426@example.com,CL100
Mme,Nom925,11992,956 Rue Principale,0645748901,Artiste,0707241767,nom925@example.com,CL191
Mme,Nom249,16386,812 Rue Principale,0716585716,Pompier,0871617649,nom249@example.com,CL223
M.,Nom328,52093,958 Rue Principale,0816864720,Journaliste,0537304942,nom328@example.com,CL123
M.,Nom131,54942,40 Rue Principale,0977540595,Artiste,0215977113,nom131@example.com,CL255
Mme,Nom155,67440,751 Rue Principale,0604569327,Architecte,0633092499,nom155@example.com,CL31
M.,Nom729,59391,463 Rue Principale,0511583243,Avocat,0853186157,nom729@example.com,CL8
Mme,Nom459,83735,289 Rue Principale,0227561652,Scientifique,0663171531,nom459@example.com,CL479
Mme,Nom357,18176,287 Rue Principale,0565047722,Ingénieur,0523196774,nom357@example.com,CL736
Mme,Nom38,94668,539 Rue Principale,0170769710,Enseignante,0970934848,nom38@example.com,CL862
Mme,Nom895,45729,696 Rue Principale,0649801048,Scientifique,0916550035,nom895@example.com,CL89
Mme,Nom919,16066,155 Rue Principale,0407455477,Architecte,0467670672,nom919@example.com,CL465
Mme,Nom171,70166,713 Rue Principale,0921288726,Médecin,0142810011,nom171@example.com,CL997
Mme,Nom546,53614,229 Rue Principale,0971866983,Journaliste,0849310700,nom546@example.com,CL18
M.,Nom69,74557,870 Rue Principale,0572606469,Informaticien,0437237818,nom69@example.com,CL647
Mme,Nom253,14746,317 Rue Principale,0109201665,Enseignante,0872658542,nom253@example.com,CL934
Mme,Nom603,58976,891 Rue Principale,0637446947,Avocat,0836562403,nom603@example.com,CL950
M.,Nom574,18214,499 Rue Principale,0724066402,Informaticien,0618835247,nom574@example.com,CL830
M.,Nom246,80537,21 Rue Principale,0367566161,Ingénieur,0155295844,nom246@example.com,CL57
Mme,Nom441,54015,270 Rue Principale,0799498220,Scientifique,0639961285,nom441@example.com,CL929
Mme,Nom608,12698,167 Rue Principale,0255274452,Médecin,0702687973,nom608@example.com,CL576
M.,Nom369,57775,691 Rue Principale,0541037613,Ingénieur,0351299388,nom369@example.com,CL690
M.,Nom516,18961,496 Rue Principale,0931645874,Pompier,0847910557,nom516@example.com,CL839
M.,Nom104,17443,35 Rue Principale,0756411943,Architecte,0644942317,nom104@example.com,CL33
M.,Nom424,32642,272 Rue Principale,0889828205,Avocat,0450648130,nom424@example.com,CL225
Mme,Nom617,69146,434 Rue Principale,0726261237,Médecin,0762472662,nom617@example.com,CL747
Mme,Nom619,34762,209 Rue Principale,0590182668,Enseignante,0624567771,nom619@example.com,CL743
Mme,Nom138,92977,852 Rue Principale,0163781984,Avocat,0866440153,nom138@example.com,CL810
Mme,Nom631,34521,551 Rue Principale,0120198368,Pompier,0492586813,nom631@example.com,CL592
Mme,Nom724,27693,398 Rue Principale,0514244033,Médecin,0406200863,nom724@example.com,CL380
M.,Nom220,86318,234 Rue Principale,0349327890,Architecte,0540678668,nom220@example.com,CL72
M.,Nom112,81136,47 Rue Principale,0791982837,Pompier,0721489209,nom112@example.com,CL282
Mme,Nom556,59130,568 Rue Principale,0565588129,Enseignante,0303043207,nom556@example.com,CL525
M.,Nom472,22498,187 Rue Principale,0105654236,Architecte,0211859792,nom472@example.com,CL666
Mme,Nom51,53154,255 Rue Principale,0241163476,Journaliste,0122454330,nom51@example.com,CL5
Mme,Nom615,95281,278 Rue Principale,0202294514,Enseignante,0909862854,nom615@example.com,CL774
M.,Nom149,13624,890 Rue Principale,0381506247,Ingénieur,0134382254,nom149@example.com,CL918
M.,Nom948,87463,563 Rue Principale,0647837899,Médecin,0107092861,nom948@example.com,CL645
Mme,Nom648,70562,552 Rue Principale,0804073679,Artiste,0279485894,nom648@example.com,CL798
Mme,Nom663,74978,36 Rue Principale,0264303020,Pompier,0770527377,nom663@example.com,CL540
Mme,Nom59,49658,631 Rue Principale,0508679539,Avocat,0652766508,nom59@example.com,CL760
Mme,Nom758,28991,456 Rue Principale,0421942719,Enseignante,0145610975,nom758@example.com,CL561
Mme,Nom356,96188,618 Rue Principale,0389939773,Scientifique,0121915991,nom356@example.com,CL897
Mme,Nom623,22515,699 Rue Principale,0792143099,Architecte,0368828791,nom623@example.com,CL909
M.,Nom487,38989,867 Rue Principale,0557993847,Avocat,0372041001,nom487@example.com,CL461
Mme,Nom998,79102,429 Rue Principale,0151545818,Journaliste,0787128536,nom998@example.com,CL880
Mme,Nom986,99339,989 Rue Principale,0126860324,Architecte,0354398007,nom986@example.com,CL866
Mme,Nom387,26372,242 Rue Principale,0726412830,Avocat,0678384503,nom387@example.com,CL503
M.,Nom568,32222,83 Rue Principale,0840627225,Informaticien,0392774214,nom568@example.com,CL81
Mme,Nom376,55643,497 Rue Principale,0862023728,Pompier,0350030214,nom376@example.com,CL990
Mme,Nom857,80035,696 Rue Principale,0464116100,Pompier,0320407220,nom857@example.com,CL98
M.,Nom940,39964,736 Rue Principale,0737481258,Scientifique,0190196720,nom940@example.com,CL720
M.,Nom558,92324,192 Rue Principale,0869958322,Journaliste,0145163329,nom558@example.com,CL659
Mme,Nom991,86735,354 Rue Principale,0987991492,Ingénieur,0779125458,nom991@example.com,CL565
Mme,Nom61,39042,187 Rue Principale,0944700335,Scientifique,0836410669,nom61@example.com,CL114
M.,Nom238,28969,978 Rue Principale,0616984810,Enseignante,0671903980,nom238@example.com,CL664
Mme,Nom212,21473,754 Rue Principale,0924429274,Enseignante,0561812549,nom212@example.com,CL818
M.,Nom644,52485,44 Rue Principale,0996212820,Enseignante,0669463432,nom644@example.com,CL701
Mme,Nom103,89542,294 Rue Principale,0738164457,Enseignante,0766035567,nom103@example.com,CL819
M.,Nom875,86314,677 Rue Principale,0121343538,Ingénieur,0577271102,nom875@example.com,CL341
M.,Nom700,18898,490 Rue Principale,0881771217,Scientifique,0295100374,nom700@example.com,CL280
Mme,Nom391,57783,891 Rue Principale,0315294841,Scientifique,0994208699,nom391@example.com,CL106
M.,Nom935,11045,883 Rue Principale,0718208607,Pompier,0700689657,nom935@example.com,CL591
Mme,Nom579,49472,484 Rue Principale,0280085000,Pompier,0942091598,nom579@example.com,CL316
Mme,Nom608,52251,653 Rue Principale,0194725669,Pompier,0841724736,nom608@example.com,CL338
M.,Nom872,77219,815 Rue Principale,0316710949,Médecin,0748882634,nom872@example.com,CL200
M.,Nom138,60957,545 Rue Principale,0235874050,Pompier,0715303357,nom138@example.com,CL968
M.,Nom500,90478,669 Rue Principale,0484486780,Enseignante,0192137522,nom500@example.com,CL379
Mme,Nom812,14624,435 Rue Principale,0581957349,Médecin,0780006792,nom812@example.com,CL131
Mme,Nom190,28847,958 Rue Principale,0496335614,Scientifique,0351942798,nom190@example.com,CL39
M.,Nom460,57469,965 Rue Principale,0188832016,Ingénieur,0746953259,nom460@example.com,CL390
Mme,Nom537,67519,377 Rue Principale,0776572251,Médecin,0597644000,nom537@example.com,CL279
M.,Nom591,89795,148 Rue Principale,0803115049,Avocat,0852820425,nom591@example.com,CL609
M.,Nom923,62828,54 Rue Principale,0370600032,Informaticien,0690842166,nom923@example.com,CL278
M.,Nom167,77835,267 Rue Principale,0639999049,Avocat,0201992665,nom167@example.com,CL962
M.,Nom804,26164,674 Rue Principale,0141729841,Enseignante,0701081565,nom804@example.com,CL297
Mme,Nom780,96553,164 Rue Principale,0961304464,Ingénieur,0130852940,nom780@example.com,CL350
Mme,Nom389,92761,594 Rue Principale,0252206395,Informaticien,0898312223,nom389@example.com,CL973
M.,Nom470,80647,727 Rue Principale,0627463421,Avocat,0159588180,nom470@example.com,CL247
M.,Nom872,60220,551 Rue Principale,0182433455,Architecte,0910440006,nom872@example.com,CL133
M.,Nom840,43018,958 Rue Principale,0672287536,Journaliste,0961935492,nom840@example.com,CL425
M.,Nom222,39464,988 Rue Principale,0441258400,Pompier,0396282948,nom222@example.com,CL440
M.,Nom707,62037,943 Rue Principale,0736404057,Pompier,0411599479,nom707@example.com,CL609
Mme,Nom272,60223,470 Rue Principale,0798225180,Architecte,0338085301,nom272@example.com,CL35
M.,Nom274,38933,36 Rue Principale,0620505338,Ingénieur,0384089460,nom274@example.com,CL75
Mme,Nom299,75899,469 Rue Principale,0315550517,Scientifique,0989827485,nom299@example.com,CL633
Mme,Nom220,53869,318 Rue Principale,0307621736,Médecin,0391221904,nom220@example.com,CL812
